MoltStartDate,MoltDuration,HauloutDuration,AgeSexCat
116.9389074,7.232000783,37,AdultFemale
117.0607055,6.459352144,30,AdultFemale
117.2452904,5.828838979,35,AdultFemale
118.2404437,8.502670976,53,AdultFemale
118.326195,6.28636441,50,AdultFemale
118.6384656,6.327377641,43,AdultFemale
118.7715463,6.635764734,54,AdultFemale
119.0078484,6.017453925,38,AdultFemale
119.0243258,5.554161308,53,AdultFemale
119.4302363,5.752975814,34,AdultFemale
119.8283164,6.619606225,63,AdultFemale
119.9838227,7.625686334,50,AdultFemale
120.093373,6.854331247,55,AdultFemale
120.2154403,5.875911433,42,AdultFemale
120.4095431,5.76244324,39,AdultFemale
120.4248416,6.057917994,52,AdultFemale
120.4252573,6.334314085,41,AdultFemale
120.7907307,5.50623427,24,AdultFemale
120.9778353,7.362453311,21,AdultFemale
121.0934683,9.820804676,49,AdultFemale
121.1741386,6.015046972,40,AdultFemale
121.5515653,7.507593885,57,AdultFemale
121.6477956,5.812212667,46,AdultFemale
121.6650925,6.343045659,47,AdultFemale
121.91848,6.2338851,39,AdultFemale
122.5016268,6.102732172,54,AdultFemale
122.7072633,4.665558892,26,AdultFemale
122.764218,6.076450877,39,AdultFemale
122.7894337,7.252293786,42,AdultFemale
123.0824565,6.844992141,42,AdultFemale
123.4935243,7.340695817,41,AdultFemale
124.2428049,5.697604163,54,AdultFemale
124.4216318,7.705969398,43,AdultFemale
124.9049573,5.829974813,42,AdultFemale
125.091524,5.734197017,53,AdultFemale
125.4441874,7.09748017,42,AdultFemale
125.5567486,7.103052373,42,AdultFemale
125.7323884,6.505753259,34,AdultFemale
125.7978507,6.469569826,42,AdultFemale
126.2148622,4.086700068,45,AdultFemale
126.3947342,7.222729344,56,AdultFemale
126.5789276,6.544453152,54,AdultFemale
126.8768831,6.636474341,51,AdultFemale
126.9501927,5.711066371,45,AdultFemale
126.9996164,5.47577623,42,AdultFemale
127.3993274,6.03449061,37,AdultFemale
127.5772769,10.53343931,38,AdultFemale
127.9109648,5.936145595,33,AdultFemale
127.9655557,7.150260678,47,AdultFemale
128.1161948,5.723192723,47,AdultFemale
128.6046852,5.383125749,44,AdultFemale
128.6348934,6.143695309,45,AdultFemale
128.6362016,5.111830003,42,AdultFemale
128.8969447,5.659160837,54,AdultFemale
129.1279571,6.798966837,36,AdultFemale
129.2662206,6.517444131,59,AdultFemale
129.2828267,5.87053186,40,AdultFemale
129.29905,5.187629583,42,AdultFemale
129.4055868,6.249994108,40,AdultFemale
129.4662708,5.336074809,42,AdultFemale
129.6856492,15.68695312,51,AdultFemale
129.7401028,6.663430827,41,AdultFemale
129.7584459,7.173990834,40,AdultFemale
129.7990805,6.06979489,44,AdultFemale
129.9677945,6.021512294,43,AdultFemale
129.9786468,6.131784203,45,AdultFemale
130.1373442,6.338861392,43,AdultFemale
130.3192455,4.664682129,42,AdultFemale
130.6762335,6.083470968,37,AdultFemale
130.9179809,6.363065114,61,AdultFemale
131.0638127,6.237210172,44,AdultFemale
131.1406492,5.954386019,42,AdultFemale
131.444581,6.304050185,31,AdultFemale
131.6082053,5.725093383,40,AdultFemale
131.6721232,8.124984531,31,AdultFemale
132.1119587,5.62435448,42,AdultFemale
132.2081773,6.119517918,52,AdultFemale
132.3081536,7.350995779,42,AdultFemale
132.4499231,8.326631155,30,AdultFemale
132.4994837,7.011988489,27,AdultFemale
132.5197694,5.864838128,31,AdultFemale
132.5334156,6.72023376,50,AdultFemale
132.552649,4.095570468,42,AdultFemale
132.7626669,6.274188622,44,AdultFemale
132.7994708,6.257128763,39,AdultFemale
132.8454603,6.064742964,38,AdultFemale
132.8765057,6.810182981,44,AdultFemale
133.1943792,9.321102305,43,AdultFemale
133.3019885,7.346611312,35,AdultFemale
133.4668929,6.082936645,52,AdultFemale
133.5479891,6.250529827,43,AdultFemale
133.6377685,6.330034899,41,AdultFemale
133.6953707,5.942799202,44,AdultFemale
133.8163069,3.858363994,40,AdultFemale
133.8645584,6.081920344,39,AdultFemale
133.9852377,5.260999158,27,AdultFemale
134.154471,5.808936846,44,AdultFemale
134.2039857,5.076423024,42,AdultFemale
134.324326,6.458328666,49,AdultFemale
134.3351836,5.629846724,36,AdultFemale
134.3577894,8.091780981,41,AdultFemale
134.5275554,6.146366938,39,AdultFemale
134.7012763,5.99283623,60,AdultFemale
134.7354803,7.02236999,56,AdultFemale
134.7983274,4.973526432,46,AdultFemale
134.8829696,5.91189989,43,AdultFemale
135.2543128,6.058255912,45,AdultFemale
135.3087365,5.913268759,38,AdultFemale
135.3361188,6.172250876,43,AdultFemale
135.6294324,5.891243635,39,AdultFemale
135.6697637,6.839605215,39,AdultFemale
135.8254516,5.872991776,28,AdultFemale
135.8334726,6.226945217,38,AdultFemale
135.8799545,5.970863864,46,AdultFemale
136.2078591,5.184942624,41,AdultFemale
136.2658917,6.082384117,39,AdultFemale
136.3219564,6.339812679,31,AdultFemale
136.4403451,9.473894629,40,AdultFemale
136.4794083,5.249555665,40,AdultFemale
136.5163498,4.160480612,36,AdultFemale
136.525474,5.924160834,41,AdultFemale
136.5472536,6.048532118,47,AdultFemale
137.1166985,5.924816587,34,AdultFemale
137.1340822,5.682583504,40,AdultFemale
137.4152599,5.826359837,41,AdultFemale
137.4227583,5.790380738,42,AdultFemale
137.5375131,7.26163706,38,AdultFemale
137.7961963,6.239612072,42,AdultFemale
138.0319418,4.706480771,32,AdultFemale
138.1763715,5.919600807,47,AdultFemale
138.2014354,5.949686247,41,AdultFemale
138.233875,4.942871714,39,AdultFemale
138.2400476,4.14184924,39,AdultFemale
138.2529295,5.747134647,43,AdultFemale
138.2904596,8.114481524,45,AdultFemale
138.7022178,7.16992986,39,AdultFemale
138.7487491,5.596294325,50,AdultFemale
138.7630584,4.726463758,40,AdultFemale
138.8954975,7.730116955,40,AdultFemale
139.0433502,5.549806222,41,AdultFemale
139.0865392,7.031624875,44,AdultFemale
139.1054281,5.642898523,44,AdultFemale
139.3581481,9.10170521,38,AdultFemale
139.4502663,5.76047189,40,AdultFemale
139.6779968,5.599442256,42,AdultFemale
139.7830505,5.629030421,36,AdultFemale
139.9653014,6.135939352,57,AdultFemale
140.0036961,6.635291064,35,AdultFemale
140.0835411,5.746894106,39,AdultFemale
140.1057362,5.313081241,54,AdultFemale
140.2319835,4.804339717,42,AdultFemale
140.5162814,5.557495962,38,AdultFemale
140.5447223,5.846550452,39,AdultFemale
140.557801,5.034310243,41,AdultFemale
140.571539,6.138721497,40,AdultFemale
140.7082649,6.068252123,38,AdultFemale
140.7578593,6.267852319,36,AdultFemale
140.8340551,7.426028752,26,AdultFemale
140.9468567,3.73345715,38,AdultFemale
141.0056724,5.903116139,23,AdultFemale
141.1004948,6.805878704,39,AdultFemale
141.3262063,7.071275158,38,AdultFemale
141.3569618,8.407106087,51,AdultFemale
141.4985973,5.384260778,40,AdultFemale
141.6115305,6.455614967,44,AdultFemale
141.7128792,5.543098248,70,AdultFemale
142.1728013,4.043899897,28,AdultFemale
142.3491411,5.758129901,37,AdultFemale
142.5408282,6.323778024,34,AdultFemale
142.6056579,4.261024386,28,AdultFemale
142.6454508,5.772783196,44,AdultFemale
142.6866659,5.010613646,40,AdultFemale
142.8394034,6.681066723,28,AdultFemale
142.8611689,7.864781934,31,AdultFemale
143.0204936,5.751904249,44,AdultFemale
143.0662102,4.711113859,39,AdultFemale
143.1004361,6.155866009,33,AdultFemale
143.2174746,8.927350916,42,AdultFemale
143.2451678,7.23062628,44,AdultFemale
143.3230881,5.970767105,44,AdultFemale
143.3450321,6.406541327,38,AdultFemale
143.485789,6.517314257,40,AdultFemale
143.5586692,6.015499996,39,AdultFemale
143.5701994,5.571791714,44,AdultFemale
143.6010411,7.387201396,42,AdultFemale
143.7902243,5.739613612,45,AdultFemale
143.8253961,5.567198926,21,AdultFemale
143.9191385,6.682560801,42,AdultFemale
143.945998,6.819131849,43,AdultFemale
144.0370086,12.22158719,47,AdultFemale
144.1427577,5.771579031,40,AdultFemale
144.3743148,6.478617844,22,AdultFemale
144.8404561,7.452123828,63,AdultFemale
144.8854593,6.443089249,36,AdultFemale
144.8966684,5.659840601,38,AdultFemale
144.9765544,6.736200959,51,AdultFemale
145.2568471,6.032508692,40,AdultFemale
145.3973373,6.6744325,44,AdultFemale
145.7283318,6.774141075,40,AdultFemale
145.7782316,1.937815429,34,AdultFemale
145.8326032,6.709756581,39,AdultFemale
146.0289104,7.147664738,31,AdultFemale
146.0312358,5.563678445,36,AdultFemale
146.0445384,6.40902436,28,AdultFemale
146.1528571,6.320915289,39,AdultFemale
146.2314682,3.255433221,26,AdultFemale
146.3927315,5.801888684,34,AdultFemale
146.4393112,6.254698629,45,AdultFemale
146.5027401,6.151394434,36,AdultFemale
146.5915231,5.763835918,43,AdultFemale
146.7270839,5.846765401,38,AdultFemale
147.0027596,5.908870778,40,AdultFemale
147.0151102,5.086373574,38,AdultFemale
147.3732783,6.283236042,33,AdultFemale
147.5825641,2.953955354,36,AdultFemale
147.6212101,6.969590137,42,AdultFemale
147.6670881,5.872734884,42,AdultFemale
147.7697257,5.423883779,34,AdultFemale
147.7730984,5.530330037,38,AdultFemale
147.7918274,6.592611948,47,AdultFemale
147.8345764,2.014825634,39,AdultFemale
147.9772604,6.186573052,31,AdultFemale
148.2748194,4.576759598,41,AdultFemale
148.3210159,6.157681344,35,AdultFemale
148.3318573,7.695568387,46,AdultFemale
148.5905592,6.051018715,40,AdultFemale
148.60828,8.319743352,44,AdultFemale
148.6162281,5.569409933,41,AdultFemale
148.6785093,5.546002941,43,AdultFemale
148.6964811,3.329680444,23,AdultFemale
148.7013541,7.581867763,51,AdultFemale
148.7998504,2.794154302,39,AdultFemale
148.8364412,3.335547087,45,AdultFemale
149.2063658,5.119081561,41,AdultFemale
149.3196374,6.075131091,24,AdultFemale
149.3887823,8.840938938,38,AdultFemale
149.4336582,4.660408704,28,AdultFemale
149.6334705,5.986270648,32,AdultFemale
149.705892,5.964915505,23,AdultFemale
150.0716438,5.584298286,27,AdultFemale
150.0852862,8.144640808,39,AdultFemale
150.3748709,7.965504851,31,AdultFemale
150.4237249,5.830918143,47,AdultFemale
150.4512666,8.075603907,43,AdultFemale
150.5646778,6.853730047,41,AdultFemale
150.6565816,7.905519382,42,AdultFemale
150.7039756,5.363060132,40,AdultFemale
150.7659024,8.875840168,42,AdultFemale
150.8642339,5.772531781,40,AdultFemale
150.8789166,6.080948505,28,AdultFemale
150.889617,5.170344169,47,AdultFemale
151.1151705,7.024545589,40,AdultFemale
151.3104111,5.916984324,40,AdultFemale
151.8022133,10.09508748,41,AdultFemale
151.8866161,3.881344986,20,AdultFemale
152.1461142,4.440330568,26,AdultFemale
152.1783294,4.379512376,36,AdultFemale
152.219732,8.392864394,49,AdultFemale
152.2772641,5.721202329,37,AdultFemale
152.4214955,6.242926228,39,AdultFemale
152.7627422,5.381219572,44,AdultFemale
152.8066888,6.420566186,33,AdultFemale
152.9731726,6.697198254,38,AdultFemale
153.0988935,4.464622967,42,AdultFemale
153.125135,3.431777435,23,AdultFemale
153.174151,6.952331447,34,AdultFemale
153.2516649,4.557972463,40,AdultFemale
153.3010761,8.625951732,44,AdultFemale
153.4028905,5.905731051,38,AdultFemale
153.58246,5.739681592,27,AdultFemale
153.761728,5.689264683,42,AdultFemale
153.7855632,7.104972721,35,AdultFemale
153.7911467,6.568477655,37,AdultFemale
154.0050998,5.498138514,40,AdultFemale
154.6140225,6.488703368,39,AdultFemale
154.9570453,5.993271043,40,AdultFemale
155.031825,4.210564317,30,AdultFemale
155.054398,5.501519182,41,AdultFemale
155.0724758,3.493283728,20,AdultFemale
155.1488591,4.839205715,36,AdultFemale
155.2638644,7.212673091,35,AdultFemale
155.4913778,6.238631969,37,AdultFemale
155.5010347,4.227441305,37,AdultFemale
155.7104936,5.000556724,38,AdultFemale
156.2689696,5.336741821,38,AdultFemale
156.3765695,7.334424464,31,AdultFemale
157.9379727,5.345294271,39,AdultFemale
158.0138679,6.681932047,31,AdultFemale
158.1578033,9.534659182,43,AdultFemale
158.2970463,5.776355621,37,AdultFemale
158.352147,5.037231169,27,AdultFemale
158.3743085,5.007182018,34,AdultFemale
158.4167471,6.276579451,40,AdultFemale
159.0962902,4.04306776,36,AdultFemale
160.7108546,5.679991932,40,AdultFemale
160.9300298,6.82948941,27,AdultFemale
161.2808139,5.628189607,43,AdultFemale
161.4191056,7.773002965,34,AdultFemale
162.3789161,6.196868617,43,AdultFemale
162.8330901,5.730660072,37,AdultFemale
163.49507,5.748645935,35,AdultFemale
164.8126179,8.116672676,27,AdultFemale
164.9308272,6.662324053,39,AdultFemale
165.2924624,5.885515174,17,AdultFemale
166.479201,5.460129414,33,AdultFemale
167.5182454,5.399735879,32,AdultFemale
167.645033,5.983174064,23,AdultFemale
168.3675773,6.408452266,23,AdultFemale
168.770816,5.842412841,35,AdultFemale
169.1251354,6.321650893,32,AdultFemale
169.7679499,5.31079979,29,AdultFemale
170.6002582,7.131316616,20,AdultFemale
171.5963259,2.96385139,30,AdultFemale
173.5648402,8.807720656,85,AdultFemale
