"","X","City","State","State_Abbr","Plant","Site_Name","Zipcode","Population_Served","County_FIPS","Collection_Date","Sample_ID","Dilution","BCoV.Recovery","BCoV.Recovery.LCI","BCoV.Recovery.UCI","MPXV_G2R_gc_g_dry_weight","MPXV_G2R_gc_g_dry_weight_UCI","MPXV_G2R_gc_g_dry_weight_LCI","MPXV_G2R_norm_PMMoV","PMMoV_gc_g_dry_weight","PMMoV_gc_g_dry_weight_UCI","PMMoV_gc_g_dry_weight_LCI","XBB_bkpt_gc_g_dry_weight","XBB_bkpt_gc_g_dry_weight_UCI","XBB_bkpt_gc_g_dry_weight_LCI","XBB_bkpt_norm_PMMoV","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight_UCI","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight_LCI","SC2_BA_4_ORF1a_Del141143_norm_PMMoV","MPXV_G2R_gc_g_dry_weight.1","MPXV_G2R_gc_g_dry_weight_UCI.1","MPXV_G2R_gc_g_dry_weight_LCI.1","MPXV_G2R_norm_PMMoV.1","Influenza_A_gc_g_dry_weight","Influenza_A_gc_g_dry_weight_UCI","Influenza_A_gc_g_dry_weight_LCI","Influenza_A_norm_PMMoV","SC2_N_gc_g_dry_weight","SC2_N_gc_g_dry_weight_UCI","SC2_N_gc_g_dry_weight_LCI","SC2_N_norm_PMMoV","SC2_BA_2_LPPA24S_gc_g_dry_weight","SC2_BA_2_LPPA24S_gc_g_dry_weight_UCI","SC2_BA_2_LPPA24S_gc_g_dry_weight_LCI","SC2_BA_2_LPPA24S_norm_PMMoV","SC2_Omicron_Del143145_gc_g_dry_weight","SC2_Omicron_Del143145_gc_g_dry_weight_UCI","SC2_Omicron_Del143145_gc_g_dry_weight_LCI","SC2_Omicron_Del143145_norm_PMMoV","SC2_S_gc_g_dry_weight","SC2_S_gc_g_dry_weight_UCI","SC2_S_gc_g_dry_weight_LCI","SC2_S_norm_PMMoV","SC2_Delta_156157_gc_g_dry_weight","SC2_Delta_156157_gc_g_dry_weight_UCI","SC2_Delta_156157_gc_g_dry_weight_LCI","SC2_Delta_156157_norm_PMMoV","HV_69_70_Del_gc_g_dry_weight","HV_69_70_Del_gc_g_dry_weight_UCI","HV_69_70_Del_gc_g_dry_weight_LCI","HV_69_70_Del_norm_PMMoV","Noro_G2_gc_g_dry_weight","Noro_G2_gc_g_dry_weight_UCI","Noro_G2_gc_g_dry_weight_LCI","Noro_G2_norm_PMMoV","Influenza_B_gc_g_dry_weight","Influenza_B_gc_g_dry_weight_UCI","Influenza_B_gc_g_dry_weight_LCI","Influenza_B_norm_PMMoV","HMPV_4_gc_g_dry_weight","HMPV_4_gc_g_dry_weight_UCI","HMPV_4_gc_g_dry_weight_LCI","HMPV_4_norm_PMMoV","HAV_gc_g_dry_weight","HAV_gc_g_dry_weight_UCI","HAV_gc_g_dry_weight_LCI","HAV_norm_PMMoV","HAdV_F_gc_g_dry_weight","HAdV_F_gc_g_dry_weight_UCI","HAdV_F_gc_g_dry_weight_LCI","HAdV_F_norm_PMMoV","Rotavirus_gc_g_dry_weight","Rotavirus_gc_g_dry_weight_UCI","Rotavirus_gc_g_dry_weight_LCI","Rotavirus_norm_PMMoV","EV.D68_gc_g_dry_weight","EV.D68_gc_g_dry_weight_UCI","EV.D68_gc_g_dry_weight_LCI","EV.D68_norm_PMMoV","C_auris_gc_g_dry_weight","C_auris_gc_g_dry_weight_UCI","C_auris_gc_g_dry_weight_LCI","C_auris_norm_PMMoV","RSV_gc_g_dry_weight","RSV_gc_g_dry_weight_UCI","RSV_gc_g_dry_weight_LCI","RSV_norm_PMMoV","MPXV_G2R_gc_g_dry_weight_trimmed5","MPXV_G2R_norm_PMMoV_trimmed5","PMMoV_gc_g_dry_weight_trimmed5","XBB_bkpt_gc_g_dry_weight_trimmed5","XBB_bkpt_norm_PMMoV_trimmed5","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight_trimmed5","SC2_BA_4_ORF1a_Del141143_norm_PMMoV_trimmed5","MPXV_G2R_gc_g_dry_weight_trimmed5.1","MPXV_G2R_norm_PMMoV_trimmed5.1","Influenza_A_gc_g_dry_weight_trimmed5","Influenza_A_norm_PMMoV_trimmed5","SC2_N_gc_g_dry_weight_trimmed5","SC2_N_norm_PMMoV_trimmed5","SC2_BA_2_LPPA24S_gc_g_dry_weight_trimmed5","SC2_BA_2_LPPA24S_norm_PMMoV_trimmed5","SC2_Omicron_Del143145_gc_g_dry_weight_trimmed5","SC2_Omicron_Del143145_norm_PMMoV_trimmed5","SC2_S_gc_g_dry_weight_trimmed5","SC2_S_norm_PMMoV_trimmed5","SC2_Delta_156157_gc_g_dry_weight_trimmed5","SC2_Delta_156157_norm_PMMoV_trimmed5","HV_69_70_Del_gc_g_dry_weight_trimmed5","HV_69_70_Del_norm_PMMoV_trimmed5","Noro_G2_gc_g_dry_weight_trimmed5","Noro_G2_norm_PMMoV_trimmed5","Influenza_B_gc_g_dry_weight_trimmed5","Influenza_B_norm_PMMoV_trimmed5","HMPV_4_gc_g_dry_weight_trimmed5","HMPV_4_norm_PMMoV_trimmed5","HAV_gc_g_dry_weight_trimmed5","HAV_norm_PMMoV_trimmed5","HAdV_F_gc_g_dry_weight_trimmed5","HAdV_F_norm_PMMoV_trimmed5","Rotavirus_gc_g_dry_weight_trimmed5","Rotavirus_norm_PMMoV_trimmed5","EV.D68_gc_g_dry_weight_trimmed5","EV.D68_norm_PMMoV_trimmed5","C_auris_gc_g_dry_weight_trimmed5","C_auris_norm_PMMoV_trimmed5","RSV_gc_g_dry_weight_trimmed5","RSV_norm_PMMoV_trimmed5","MPXV_G2R_num_wells","PMMoV_num_wells","XBB_bkpt_num_wells","SC2_BA_4_ORF1a_Del141143_num_wells","MPXV_G2R_num_wells.1","Influenza_A_num_wells","SC2_N_num_wells","SC2_BA_2_LPPA24S_num_wells","SC2_Omicron_Del143145_num_wells","SC2_S_num_wells","SC2_Delta_156157_num_wells","HV_69_70_Del_num_wells","Noro_G2_num_wells","Influenza_B_num_wells","HMPV_4_num_wells","HAV_num_wells","HAdV_F_num_wells","Rotavirus_num_wells","EV.D68_num_wells","C_auris_num_wells","RSV_num_wells"
"17594",17594,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","10/20/2022","32-221020",1,1.183,0.842,1.55,0,0,0,0,612024842.7,774397327.9,462504183.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,70335.40609,82659.99449,58629.05385,0.000114922,NA,NA,NA,NA,NA,NA,NA,NA,68806.07515,80463.33778,56730.9196,0.000112424,NA,NA,NA,NA,75633.39377,86916.3549,65373.13864,0.000123579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9259.493138,13611.62226,5952.255267,1.51292766118503e-05,0,0,671022544.9,NA,NA,NA,NA,0,0,0,0,39933.84764,5.39251375996075e-05,NA,NA,NA,NA,47382.09808,6.96882222275457e-05,NA,NA,43838.06119,6.56887760254815e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10553.58241,1.52110164584487e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17595",17595,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","10/23/2022","32-221023",1,1.306,1.216,1.396,0,0,0,0,1973003285,2051677929,1897936123,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,46697.63119,54663.54121,37616.80647,2.36682987582184e-05,NA,NA,NA,NA,NA,NA,NA,NA,47926.72007,58761.86342,39638.21235,2.4291252045906e-05,NA,NA,NA,NA,36248.36421,48405.38784,27039.35434,1.83721763133736e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18748.01482,24015.39558,14314.51538,9.50227248446333e-06,0,0,840874410.3,NA,NA,NA,NA,0,0,0,0,55599.30177,7.10740755503149e-05,NA,NA,NA,NA,58462.18504,7.49197624537253e-05,NA,NA,59691.78067,7.0557517073818e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13716.42297,1.50299511778206e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17596",17596,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","10/25/2022","32-221025",1,1.22,1.117,1.323,0,0,0,0,589649929.4,710400594.1,457672322.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,21797.65701,29814.81022,16088.26717,3.69671154454171e-05,NA,NA,NA,NA,NA,NA,NA,NA,23614.2291,31989.03931,16229.40169,4.00478791295049e-05,NA,NA,NA,NA,28072.23532,35959.3418,21433.74814,4.76083077834868e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13099.90883,18736.86313,8644.91264,2.22164171905873e-05,0,0,964032735.7,NA,NA,NA,NA,0,0,2368.180052,2.15444700408246e-06,50741.67135,6.05637919274699e-05,NA,NA,NA,NA,52681.95779,6.24856319656511e-05,NA,NA,46651.3311,4.9973930712094e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17063.98136,1.66692045149404e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17597",17597,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","10/27/2022","32-221027",1,1.663,1.535,1.791,0,0,0,0,1099205526,1117271350,1081168838,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7104.540155,9936.713743,4870.113872,6.46334101224739e-06,322822.9114,343281.4053,299028.4193,0.000293687,NA,NA,NA,NA,NA,NA,NA,NA,241807.4381,256470.1352,225398.6086,0.000219984,NA,NA,NA,NA,89312.21281,99216.6201,79802.97861,8.12516046546318e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20332.16612,25155.43643,15429.64578,1.8497146937646e-05,0,0,1127330067,NA,NA,NA,NA,0,0,5938.11963,5.17759613323194e-06,47936.45632,4.09872260617596e-05,NA,NA,NA,NA,55484.91444,4.83688428551432e-05,NA,NA,42189.12005,4.17199047602049e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19474.73379,1.90315847078527e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17598",17598,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","10/30/2022","32-221030",1,2.018,1.718,2.35,0,0,0,0,1180867839,1204805664,1156964193,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10709.81873,15318.31212,7013.8269,9.06944738744844e-06,35191.97676,43034.68069,28365.68408,2.98017912006763e-05,NA,NA,NA,NA,NA,NA,NA,NA,41313.07814,49762.09004,33880.56013,3.49853529703688e-05,NA,NA,NA,NA,24871.29636,31198.86822,19007.36914,2.10618796981635e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19344.02042,26851.73882,12660.7026,1.63811899953248e-05,0,0,964950390.2,NA,NA,NA,NA,0,0,21754.89487,2.18266899836635e-05,139978.2164,0.000128949,NA,NA,NA,NA,120111.8204,0.000110035,NA,NA,59877.06958,6.1783146412361e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20905.8419,2.42233651440901e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17599",17599,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/1/2022","32-221101",1,1.717,1.423,1.995,0,0,0,0,1101916836,1211025150,988074001.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,55037.75043,61753.05873,48828.3228,4.99472815512946e-05,61919.761,69026.35363,55319.13851,5.61927715391855e-05,NA,NA,NA,NA,NA,NA,NA,NA,77214.9451,84898.43295,69532.08358,7.00732964655559e-05,NA,NA,NA,NA,62246.76061,76085.22015,50451.83912,5.64895267989645e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35213.43985,40839.81455,29054.44157,3.1956531304037e-05,0,0,1044144413,NA,NA,NA,NA,0,0,31445.58801,3.26205221206099e-05,147728.6054,0.000137545,NA,NA,NA,NA,129069.3635,0.000121091,NA,NA,67961.15692,6.46416127901923e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26195.64838,2.78891446248319e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17600",17600,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/3/2022","32-221103",1,1.184,0.97,1.411,0,0,0,0,693728809.4,780452791,612127870.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,47450.32571,56465.92507,39450.15415,6.83989551292192e-05,470521.4727,507263.4147,443669.604,0.00067825,NA,NA,NA,NA,NA,NA,NA,NA,534998.2786,563638.5963,492186.344,0.000771192,NA,NA,NA,NA,581348.3696,610309.9476,552391.878,0.000838005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23041.33915,29290.42635,16903.07634,3.32137556328128e-05,0,0,908985507.2,NA,NA,NA,NA,0,0,46015.48017,5.23970247012001e-05,88630.19795,0.000123038,NA,NA,NA,NA,87897.56558,0.000115546,NA,NA,85375.84497,0.000118671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28340.5791,3.60152322055196e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17601",17601,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/6/2022","32-221106",1,1.221,1.115,1.327,0,0,0,0,931310876.7,951540939.5,911174453.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,36176.61959,43726.02521,28480.11695,3.88448374230866e-05,58443.14377,70994.38127,44627.68918,6.27536360147151e-05,NA,NA,NA,NA,NA,NA,NA,NA,68185.70719,83494.61576,50010.44583,7.32147652312286e-05,NA,NA,NA,NA,52324.49734,61363.40599,44185.19669,5.61837069169809e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39930.33538,47792.25304,32983.12967,4.28754096797089e-05,0,0,735586552.3,NA,NA,NA,NA,0,0,52302.52378,7.06318450722014e-05,108756.2743,0.000203315,NA,NA,NA,NA,102706.0303,0.000186021,NA,NA,96547.87882,0.00017147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28606.09879,4.07008806586514e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17602",17602,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/8/2022","32-221108",1,1.746,1.605,1.886,0,0,0,0,581719970.7,628280407.7,534979212.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,54419.4952,65872.93971,43850.91826,9.35492985360905e-05,145527.6891,157871.8821,133184.8792,0.000250168,NA,NA,NA,NA,NA,NA,NA,NA,118292.0444,130436.6017,105275.472,0.000203349,NA,NA,NA,NA,141556.277,153192.7432,129708.3849,0.000243341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26766.9583,32136.43192,22032.55788,4.60134766634326e-05,0,0,558496680.4,NA,NA,NA,NA,0,0,46015.48017,6.69310303627987e-05,122893.2378,0.000275567,NA,NA,NA,NA,110126.5526,0.000250451,NA,NA,107847.0754,0.000238499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29406.48506,4.94924950406416e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17603",17603,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/9/2022","32-221109",1,1.07,0.93,1.223,0,0,0,0,400041261.2,447586755.6,356701231.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,84225.79403,94940.25244,74059.95486,0.000210543,118821.3727,129086.4443,108557.2382,0.000297023,NA,NA,NA,NA,NA,NA,NA,NA,112611.1014,122604.1694,102618.9369,0.000281499,NA,NA,NA,NA,85840.59888,95169.78124,77142.85488,0.000214579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23837.89821,29222.33225,18886.94122,5.95885987787834e-05,0,0,451674914.7,NA,NA,NA,NA,0,0,58273.96961,0.000114312,115982.6187,0.000275567,NA,NA,NA,NA,101559.9679,0.000250451,NA,NA,83674.27519,0.000228088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34770.63079,6.87914371101718e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17604",17604,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/13/2022","32-221113",1,1.121,1.024,1.218,0,0,0,0,373263512.1,384961289.1,361574576.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10915.0341,16921.6988,4835.151351,2.92421673909564e-05,104330.6515,116505.2657,91105.84965,0.000279509,NA,NA,NA,NA,NA,NA,NA,NA,99476.51208,110820.8959,88935.04358,0.000266505,NA,NA,NA,NA,96144.35047,110974.7004,81118.61115,0.000257578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37614.59869,49290.82972,26256.54558,0.000100772,0,0,432102080.6,NA,NA,NA,NA,0,0,51747.01132,0.000111941,115982.6187,0.000275567,NA,NA,NA,NA,101559.9679,0.000250451,NA,NA,83674.27519,0.000228088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29445.78336,6.87914371101718e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17605",17605,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/16/2022","32-221116",1,0.53,0.442,0.619,0,0,0,0,305011548,321758321.7,288404568.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,103763.4165,119712.619,86829.04703,0.000340195,124795.8318,147962.5273,101460.6655,0.000409151,NA,NA,NA,NA,NA,NA,NA,NA,92592.29009,109314.7917,74870.70436,0.00030357,NA,NA,NA,NA,69037.87622,76652.76865,60845.24439,0.000226345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104244.4662,117804.1938,89181.23301,0.000341772,0,0,432102080.6,NA,NA,NA,NA,0,0,44082.77376,9.85656081450009e-05,92167.45483,0.00022618,NA,NA,NA,NA,80620.60961,0.000214403,NA,NA,64999.1185,0.000171225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28469.43,6.87217605855047e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17606",17606,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/20/2022","32-221120",1,1.813,1.348,2.275,0,0,0,0,523001468.5,583277939.3,462509710.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,16595.74473,21438.51013,12543.83361,3.1731736385657e-05,53350.34023,61673.60508,45812.50927,0.000102008,NA,NA,NA,NA,NA,NA,NA,NA,49793.02667,57848.09228,42172.80041,9.52062846227155e-05,NA,NA,NA,NA,38049.31496,45830.94698,31203.91658,7.27518319744031e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23955.79309,32165.66462,15853.58021,4.58044470894312e-05,0,0,494845203.8,NA,NA,NA,NA,0,0,28763.4587,3.81320749547608e-05,70324.56423,0.00015737,NA,NA,NA,NA,69330.9725,0.00014767,NA,NA,49594.73694,0.000122432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55271.61932,0.000162783,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17607",17607,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/22/2022","32-221122",1,1.237,1.057,1.408,0,0,0,0,588270630.9,616222995.6,561674437.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31426.78253,38430.369,25330.84978,5.34223210876688e-05,53292.70092,62259.99971,44988.88419,9.05921494602846e-05,NA,NA,NA,NA,NA,NA,NA,NA,47825.9296,59156.78613,37232.91459,8.12991964723675e-05,NA,NA,NA,NA,40118.88039,48857.83621,28867.94834,6.81979998376832e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23401.40381,30745.74276,16817.88181,3.97799967946836e-05,0,0,531220914.5,NA,NA,NA,NA,0,0,57661.99121,9.97593027347563e-05,77146.29097,0.000189367,NA,NA,NA,NA,69330.9725,0.000160025,NA,NA,49594.73694,0.000118846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54631.14539,0.000153856,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17608",17608,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/27/2022","32-221127",1,1.667,1.542,1.792,0,0,0,0,1318171575,1371744062,1257410920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,38267.84883,45944.38096,31499.24522,2.90310074747611e-05,46469.28901,57419.65465,35033.01409,3.52528380285642e-05,NA,NA,NA,NA,NA,NA,NA,NA,65607.60074,75501.62943,56276.98165,4.97716700954933e-05,NA,NA,NA,NA,39627.45422,48458.81258,31940.68436,3.00624402671757e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9423483.824,9854721.722,8958216.48,0.007148905,0,0,610960044.2,NA,NA,NA,NA,0,0,57661.99121,9.97593027347563e-05,95927.16557,0.000189367,NA,NA,NA,NA,91686.76872,0.00016916,NA,NA,61247.96927,0.000118846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42170.3872,7.08179764893741e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17609",17609,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","11/29/2022","32-221129",1,1.053,0.78,1.329,0,0,0,0,482390644.1,528751997.5,436635071,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,103291.3423,121946.0954,86653.39152,0.000214124,181138.4555,196729.1233,165263.337,0.000375502,NA,NA,NA,NA,NA,NA,NA,NA,159659.6788,181268.4196,136411.2953,0.000330976,NA,NA,NA,NA,103997.5732,121376.9706,86281.67321,0.000215588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35693.17689,43647.61335,28554.93702,7.39922660836271e-05,0,0,597423102.7,NA,NA,NA,NA,0,0,76140.85204,0.000151619,164593.214,0.000341784,NA,NA,NA,NA,163839.6544,0.000328807,NA,NA,129349.9323,0.000247991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49006.37906,8.75104089548412e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
"17610",17610,"Santa Cruz","California","CA","Santa Cruz, CA","City of Santa Cruz WTF - City Influent",95060,160000,"06087","12/1/2022","32-221201",1,0.995,0.924,1.064,0,0,0,0,721608033.2,746965163.3,695579913.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,227526.3004,250932.2593,205427.8521,0.000315305,500277.1703,543632.8174,460402.0778,0.000693281,NA,NA,NA,NA,NA,NA,NA,NA,448113.8214,481535.3765,413371.8847,0.000620993,NA,NA,NA,NA,332075.4136,366876.3075,301618.3125,0.000460188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66862.19161,76434.70144,58125.55018,9.26572162950638e-05,0,0,627187642.3,NA,NA,NA,NA,0,0,122334.64,0.000220814,262015.3156,0.000481588,NA,NA,NA,NA,242828.4898,0.000450561,NA,NA,202968.3882,0.000353647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49006.37906,8.75104089548412e-05,6,2,NA,NA,6,6,6,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6
